circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Narainpur BO,221104,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kamauli BO,221112,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Jagdishpur BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kaithaur BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kohashi BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Lakhanpur BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Udaipur BO,221101,BO,Delivery,VARANASI,UTTAR PRADESH,25.49391,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Seergoverdhan BO,221011,BO,Delivery,VARANASI,UTTAR PRADESH,25.281,82.979
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Derhawan BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Dighghi BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31,83.01
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Hetampur BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kamharia BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Meerasarai BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Noori BO,232106,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.388,83.3776
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bharchha BO,232101,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Derwakalan BO,232101,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kurahana BO,232101,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Devdattpur BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Barbaspur BO,232111,BO,Delivery,CHANDAULI,UTTAR PRADESH,27.298999999999999,83.091999999999999
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Ballipur BO,232107,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Saifpur BO,232107,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Kateshar BO,221008,BO,Delivery,VARANASI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Pharsand Mohanpur BO,232120,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Sanghati BO,232120,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Amilia BO,232118,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Illia BO,232118,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.119
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bhurkura BO,232118,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31,83.01
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bhatiza BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Chiraigaon BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Jeori BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Rampur BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Sogai BO,232110,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.281,83.377
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Bhojapur BO,232108,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.3776
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Naraina BO,232108,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Tulsiashram Nonar BO,232108,BO,Delivery,CHANDAULI,UTTAR PRADESH,25.31877,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Konia BO,221007,BO,Delivery,VARANASI,UTTAR PRADESH,25.388,83.01285
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Rasoolgarh BO,221007,BO,Delivery,VARANASI,UTTAR PRADESH,25.388,83.01285
